season,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,statusId
2020,Turkish Grand Prix,vettel,ferrari,5,11,3,3,15.0,58,+31.960,6171273,53,8,,Finished
2020,Turkish Grand Prix,leclerc,ferrari,16,12,4,4,12.0,58,+33.858,6173171,47,11,,Finished
2020,Turkish Grand Prix,sainz,mclaren,55,15,5,5,10.0,58,+34.363,6173676,56,4,,Finished
2020,Turkish Grand Prix,max_verstappen,red_bull,33,2,6,6,8.0,58,+44.873,6184186,53,3,,Finished
2020,Turkish Grand Prix,albon,red_bull,23,4,7,7,6.0,58,+46.484,6185797,54,5,,Finished
2020,Turkish Grand Prix,norris,mclaren,4,14,8,8,5.0,58,+1:01.259,6200572,58,1,,Finished
2020,Turkish Grand Prix,stroll,racing_point,18,1,9,9,2.0,58,+1:12.353,6211666,55,10,,Finished
2020,Turkish Grand Prix,ricciardo,renault,3,5,10,10,1.0,58,+1:35.460,6234773,54,13,,Finished
2020,Turkish Grand Prix,ocon,renault,31,7,11,11,0.0,57,,,55,16,,+1 Lap
2020,Turkish Grand Prix,kvyat,alphatauri,26,16,12,12,0.0,57,,,53,17,,+1 Lap
2020,Turkish Grand Prix,gasly,alphatauri,10,19,13,13,0.0,57,,,53,7,,+1 Lap
2020,Turkish Grand Prix,bottas,mercedes,77,9,14,14,0.0,57,,,57,2,,+1 Lap
2020,Turkish Grand Prix,raikkonen,alfa,7,8,15,15,0.0,57,,,57,9,,+1 Lap
2020,Turkish Grand Prix,russell,williams,63,0,16,16,0.0,57,,,51,14,,+1 Lap
2020,Turkish Grand Prix,kevin_magnussen,haas,20,13,17,17,0.0,55,,,45,15,,Withdrew
2020,Turkish Grand Prix,grosjean,haas,8,17,18,R,0.0,49,,,38,18,,Collision damage
2020,Turkish Grand Prix,latifi,williams,6,0,19,R,0.0,39,,,32,19,,Collision damage
2020,Turkish Grand Prix,giovinazzi,alfa,99,10,20,R,0.0,11,,,11,20,,Gearbox
2020,Bahrain Grand Prix,hamilton,mercedes,44,1,1,1,25.0,57,2:59:47.515,10787515,38,3,,Finished
2020,Bahrain Grand Prix,max_verstappen,red_bull,33,3,2,2,19.0,57,+1.254,10788769,48,1,,Finished
2020,Bahrain Grand Prix,albon,red_bull,23,4,3,3,15.0,57,+8.005,10795520,41,10,,Finished
2020,Bahrain Grand Prix,norris,mclaren,4,9,4,4,12.0,57,+11.337,10798852,53,7,,Finished
2020,Bahrain Grand Prix,sainz,mclaren,55,15,5,5,10.0,57,+11.787,10799302,46,5,,Finished
2020,Bahrain Grand Prix,gasly,alphatauri,10,8,6,6,8.0,57,+11.942,10799457,48,16,,Finished
2020,Bahrain Grand Prix,ricciardo,renault,3,6,7,7,6.0,57,+19.368,10806883,38,2,,Finished
2020,Bahrain Grand Prix,bottas,mercedes,77,2,8,8,4.0,57,+19.680,10807195,28,4,,Finished
2020,Bahrain Grand Prix,ocon,renault,31,7,9,9,2.0,57,+22.803,10810318,37,13,,Finished
2020,Bahrain Grand Prix,leclerc,ferrari,16,12,10,10,1.0,56,,,44,8,,+1 Lap
2020,Bahrain Grand Prix,kvyat,alphatauri,26,10,11,11,0.0,56,,,35,12,,+1 Lap
2020,Bahrain Grand Prix,russell,williams,63,14,12,12,0.0,56,,,47,17,,+1 Lap
2020,Bahrain Grand Prix,vettel,ferrari,5,11,13,13,0.0,56,,,41,11,,+1 Lap
2020,Bahrain Grand Prix,latifi,williams,6,20,14,14,0.0,56,,,39,15,,+1 Lap
2020,Bahrain Grand Prix,raikkonen,alfa,7,17,15,15,0.0,56,,,43,6,,+1 Lap
2020,Bahrain Grand Prix,giovinazzi,alfa,99,16,16,16,0.0,56,,,22,14,,+1 Lap
2020,Bahrain Grand Prix,kevin_magnussen,haas,20,18,17,17,0.0,56,,,29,18,,+1 Lap
2020,Bahrain Grand Prix,perez,racing_point,11,5,18,18,0.0,53,,,40,9,,Engine
2020,Bahrain Grand Prix,stroll,racing_point,18,13,19,R,0.0,2,,,,,,Collision
2020,Bahrain Grand Prix,grosjean,haas,8,19,20,R,0.0,0,,,,,,Collision
2020,Sakhir Grand Prix,perez,racing_point,11,5,1,1,25.0,87,1:31:15.114,5475114,69,3,,Finished
2020,Sakhir Grand Prix,ocon,renault,31,11,2,2,18.0,87,+10.518,5485632,75,12,,Finished
2020,Sakhir Grand Prix,stroll,racing_point,18,10,3,3,15.0,87,+11.869,5486983,85,14,,Finished
2020,Sakhir Grand Prix,sainz,mclaren,55,8,4,4,12.0,87,+12.580,5487694,80,9,,Finished
2020,Sakhir Grand Prix,ricciardo,renault,3,7,5,5,10.0,87,+13.330,5488444,57,6,,Finished
2020,Sakhir Grand Prix,albon,red_bull,23,12,6,6,8.0,87,+13.842,5488956,52,8,,Finished
2020,Sakhir Grand Prix,kvyat,alphatauri,26,6,7,7,6.0,87,+14.534,5489648,80,7,,Finished
2020,Sakhir Grand Prix,bottas,mercedes,77,1,8,8,4.0,87,+15.389,5490503,60,2,,Finished
2020,Sakhir Grand Prix,russell,mercedes,63,2,9,9,3.0,87,+18.556,5493670,80,1,,Finished
2020,Sakhir Grand Prix,norris,mclaren,4,19,10,10,1.0,87,+19.541,5494655,85,11,,Finished
2020,Sakhir Grand Prix,gasly,alphatauri,10,9,11,11,0.0,87,+20.527,5495641,53,10,,Finished
2020,Sakhir Grand Prix,vettel,ferrari,5,13,12,12,0.0,87,+22.611,5497725,56,5,,Finished
2020,Sakhir Grand Prix,giovinazzi,alfa,99,14,13,13,0.0,87,+24.111,5499225,56,4,,Finished
2020,Sakhir Grand Prix,raikkonen,alfa,7,18,14,14,0.0,87,+26.153,5501267,56,13,,Finished
2020,Sakhir Grand Prix,kevin_magnussen,haas,20,15,15,15,0.0,87,+32.370,5507484,57,16,,Finished
2020,Sakhir Grand Prix,aitken,williams,89,17,16,16,0.0,87,+33.674,5508788,56,15,,Finished
2020,Sakhir Grand Prix,pietro_fittipaldi,haas,51,20,17,17,0.0,87,+36.858,5511972,56,17,,Finished
2020,Sakhir Grand Prix,latifi,williams,6,16,18,R,0.0,52,,,29,18,,Engine
2020,Sakhir Grand Prix,max_verstappen,red_bull,33,3,19,R,0.0,0,,,,,,Accident
2020,Sakhir Grand Prix,leclerc,ferrari,16,4,20,R,0.0,0,,,,,,Collision
2020,Abu Dhabi Grand Prix,max_verstappen,red_bull,33,1,1,1,25.0,55,1:36:28.645,5788645,14,2,,Finished
2020,Abu Dhabi Grand Prix,bottas,mercedes,77,2,2,2,18.0,55,+15.976,5804621,40,3,,Finished
2020,Abu Dhabi Grand Prix,hamilton,mercedes,44,3,3,3,15.0,55,+18.415,5807060,37,5,,Finished
2020,Abu Dhabi Grand Prix,albon,red_bull,23,5,4,4,12.0,55,+19.987,5808632,42,4,,Finished
2020,Abu Dhabi Grand Prix,norris,mclaren,4,4,5,5,10.0,55,+1:00.729,5849374,53,12,,Finished
2020,Abu Dhabi Grand Prix,sainz,mclaren,55,6,6,6,8.0,55,+1:05.662,5854307,48,11,,Finished
2020,Abu Dhabi Grand Prix,ricciardo,renault,3,11,7,7,7.0,55,+1:13.748,5862393,55,1,,Finished
2020,Abu Dhabi Grand Prix,gasly,alphatauri,10,9,8,8,4.0,55,+1:29.718,5878363,53,15,,Finished
2020,Abu Dhabi Grand Prix,ocon,renault,31,10,9,9,2.0,55,+1:41.069,5799996,47,18,,Finished
2020,Abu Dhabi Grand Prix,stroll,racing_point,18,8,10,10,1.0,55,+1:42.738,5790314,41,9,,Finished
2020,Abu Dhabi Grand Prix,kvyat,alphatauri,26,7,11,11,0.0,54,,,47,17,,+1 Lap
2020,Abu Dhabi Grand Prix,raikkonen,alfa,7,15,12,12,0.0,54,,,53,14,,+1 Lap
2020,Abu Dhabi Grand Prix,leclerc,ferrari,16,12,13,13,0.0,54,,,24,10,,+1 Lap
2020,Abu Dhabi Grand Prix,vettel,ferrari,5,13,14,14,0.0,54,,,37,6,,+1 Lap
2020,Abu Dhabi Grand Prix,russell,williams,63,16,15,15,0.0,54,,,54,20,,+1 Lap
2020,Abu Dhabi Grand Prix,giovinazzi,alfa,99,14,16,16,0.0,54,,,29,7,,+1 Lap
2020,Abu Dhabi Grand Prix,latifi,williams,6,18,17,17,0.0,54,,,49,16,,+1 Lap
2020,Abu Dhabi Grand Prix,kevin_magnussen,haas,20,20,18,18,0.0,54,,,50,13,,+1 Lap
2020,Abu Dhabi Grand Prix,pietro_fittipaldi,haas,51,17,19,19,0.0,53,,,50,8,,+2 Laps
2020,Abu Dhabi Grand Prix,perez,racing_point,11,19,20,R,0.0,8,,,6,19,,Transmission
2021,Bahrain Grand Prix,hamilton,mercedes,44,2,1,1,25.0,56,1:32:03.897,5523897,44,4,,Finished
2021,Bahrain Grand Prix,max_verstappen,red_bull,33,1,2,2,18.0,56,+0.745,5524642,41,2,,Finished
2021,Bahrain Grand Prix,bottas,mercedes,77,3,3,3,16.0,56,+37.383,5561280,56,1,,Finished
2021,Bahrain Grand Prix,norris,mclaren,4,7,4,4,12.0,56,+46.466,5570363,38,6,,Finished
2021,Bahrain Grand Prix,perez,red_bull,11,0,5,5,10.0,56,+52.047,5575944,44,3,,Finished
2021,Bahrain Grand Prix,leclerc,ferrari,16,4,6,6,8.0,56,+59.090,5582987,39,11,,Finished
2021,Bahrain Grand Prix,ricciardo,mclaren,3,6,7,7,6.0,56,+66.004,5589901,36,10,,Finished
2021,Bahrain Grand Prix,sainz,ferrari,55,8,8,8,4.0,56,+67.100,5590997,48,7,,Finished
2021,Bahrain Grand Prix,tsunoda,alphatauri,22,13,9,9,2.0,56,+85.692,5609589,38,8,,Finished
2021,Bahrain Grand Prix,stroll,aston_martin,18,10,10,10,1.0,56,+86.713,5610610,31,9,,Finished
2021,Bahrain Grand Prix,raikkonen,alfa,7,14,11,11,0.0,56,+88.864,5612761,45,14,,Finished
2021,Bahrain Grand Prix,giovinazzi,alfa,99,12,12,12,0.0,55,,,32,13,,+1 Lap
2021,Bahrain Grand Prix,ocon,alpine,31,16,13,13,0.0,55,,,33,15,,+1 Lap
2021,Bahrain Grand Prix,russell,williams,63,15,14,14,0.0,55,,,40,12,,+1 Lap
2021,Bahrain Grand Prix,vettel,aston_martin,5,20,15,15,0.0,55,,,26,16,,+1 Lap
2021,Bahrain Grand Prix,mick_schumacher,haas,47,18,16,16,0.0,55,,,38,18,,+1 Lap
2021,Bahrain Grand Prix,gasly,alphatauri,10,5,17,17,0.0,52,,,48,5,,Retired
2021,Bahrain Grand Prix,latifi,williams,6,17,18,18,0.0,51,,,16,19,,Retired
2021,Bahrain Grand Prix,alonso,alpine,14,9,19,R,0.0,32,,,31,17,,Brakes
2021,Bahrain Grand Prix,mazepin,haas,9,19,20,R,0.0,0,,,,,,Accident
2021,Emilia Romagna Grand Prix,max_verstappen,red_bull,33,3,1,1,25.0,63,2:02:34.598,7354598,60,2,,Finished
2021,Emilia Romagna Grand Prix,hamilton,mercedes,44,1,2,2,19.0,63,+22.000,7376598,60,1,,Finished
2021,Emilia Romagna Grand Prix,norris,mclaren,4,7,3,3,15.0,63,+23.702,7378300,63,3,,Finished
2021,Emilia Romagna Grand Prix,leclerc,ferrari,16,4,4,4,12.0,63,+25.579,7380177,60,6,,Finished
2021,Emilia Romagna Grand Prix,sainz,ferrari,55,11,5,5,10.0,63,+27.036,7381634,60,7,,Finished
2021,Emilia Romagna Grand Prix,ricciardo,mclaren,3,6,6,6,8.0,63,+51.220,7405818,54,12,,Finished
2021,Emilia Romagna Grand Prix,gasly,alphatauri,10,5,7,7,6.0,63,+52.818,7407416,52,9,,Finished
2021,Emilia Romagna Grand Prix,stroll,aston_martin,18,10,8,8,4.0,63,+56.909,7411507,59,8,,Finished
2021,Emilia Romagna Grand Prix,ocon,alpine,31,9,9,9,2.0,63,+65.704,7420302,62,15,,Finished
2021,Emilia Romagna Grand Prix,alonso,alpine,14,15,10,10,1.0,63,+66.561,7421159,62,14,,Finished
2021,Emilia Romagna Grand Prix,perez,red_bull,11,2,11,11,0.0,63,+67.151,7421749,62,13,,Finished
2021,Emilia Romagna Grand Prix,tsunoda,alphatauri,22,20,12,12,0.0,63,+73.184,7427782,49,4,,Finished
2021,Emilia Romagna Grand Prix,raikkonen,alfa,7,16,13,13,0.0,63,+94.773,7449371,62,5,,Finished
2021,Emilia Romagna Grand Prix,giovinazzi,alfa,99,17,14,14,0.0,62,,,57,16,,+1 Lap
2021,Emilia Romagna Grand Prix,vettel,aston_martin,5,0,15,15,0.0,61,,,59,10,,Gearbox
2021,Emilia Romagna Grand Prix,mick_schumacher,haas,47,18,16,16,0.0,61,,,58,11,,+2 Laps
2021,Emilia Romagna Grand Prix,mazepin,haas,9,19,17,17,0.0,61,,,55,17,,+2 Laps
2021,Emilia Romagna Grand Prix,bottas,mercedes,77,8,18,R,0.0,30,,,30,19,,Collision
2021,Emilia Romagna Grand Prix,russell,williams,63,12,19,R,0.0,30,,,28,18,,Collision
2021,Emilia Romagna Grand Prix,latifi,williams,6,14,20,R,0.0,0,,,,,,Collision
2021,Portuguese Grand Prix,hamilton,mercedes,44,2,1,1,25.0,66,1:34:31.421,5671421,47,4,,Finished
2021,Portuguese Grand Prix,max_verstappen,red_bull,33,3,2,2,18.0,66,+29.148,5700569,62,3,,Finished
2021,Portuguese Grand Prix,bottas,mercedes,77,1,3,3,16.0,66,+33.530,5704951,65,1,,Finished
2021,Portuguese Grand Prix,perez,red_bull,11,4,4,4,12.0,66,+39.735,5711156,55,2,,Finished
2021,Portuguese Grand Prix,norris,mclaren,4,7,5,5,10.0,66,+51.369,5722790,55,7,,Finished
2021,Portuguese Grand Prix,leclerc,ferrari,16,8,6,6,8.0,66,+55.781,5727202,63,6,,Finished
2021,Portuguese Grand Prix,ocon,alpine,31,6,7,7,6.0,66,+1:03.749,5735170,34,8,,Finished
2021,Portuguese Grand Prix,alonso,alpine,14,13,8,8,4.0,66,+1:04.808,5673229,66,5,,Finished
2021,Portuguese Grand Prix,ricciardo,mclaren,3,16,9,9,2.0,66,+1:15.369,5746790,64,10,,Finished
2021,Portuguese Grand Prix,gasly,alphatauri,10,9,10,10,1.0,66,+1:16.463,5747884,65,11,,Finished
2021,Portuguese Grand Prix,sainz,ferrari,55,5,11,11,0.0,66,+1:18.955,5750376,60,14,,Finished
2021,Portuguese Grand Prix,giovinazzi,alfa,99,12,12,12,0.0,65,,,60,13,,+1 Lap
2021,Portuguese Grand Prix,vettel,aston_martin,5,10,13,13,0.0,65,,,60,15,,+1 Lap
2021,Portuguese Grand Prix,stroll,aston_martin,18,17,14,14,0.0,65,,,59,9,,+1 Lap
2021,Portuguese Grand Prix,tsunoda,alphatauri,22,14,15,15,0.0,65,,,61,12,,+1 Lap
2021,Portuguese Grand Prix,russell,williams,63,11,16,16,0.0,65,,,60,16,,+1 Lap
2021,Portuguese Grand Prix,mick_schumacher,haas,47,19,17,17,0.0,64,,,61,17,,+2 Laps
2021,Portuguese Grand Prix,latifi,williams,6,18,18,18,0.0,64,,,60,18,,+2 Laps
2021,Portuguese Grand Prix,mazepin,haas,9,20,19,19,0.0,64,,,64,19,,+2 Laps
2021,Portuguese Grand Prix,raikkonen,alfa,7,15,20,R,0.0,1,,,,,,Collision damage
2021,Spanish Grand Prix,hamilton,mercedes,44,1,1,1,25.0,66,1:33:07.680,5587680,54,5,,Finished
2021,Spanish Grand Prix,max_verstappen,red_bull,33,2,2,2,19.0,66,+15.841,5603521,62,1,,Finished
2021,Spanish Grand Prix,bottas,mercedes,77,3,3,3,15.0,66,+26.610,5614290,65,2,,Finished
2021,Spanish Grand Prix,leclerc,ferrari,16,4,4,4,12.0,66,+54.616,5642296,64,4,,Finished
2021,Spanish Grand Prix,perez,red_bull,11,8,5,5,10.0,66,+1:03.671,5651351,60,3,,Finished
2021,Spanish Grand Prix,ricciardo,mclaren,3,7,6,6,8.0,66,+1:13.768,5661448,60,10,,Finished
2021,Spanish Grand Prix,sainz,ferrari,55,6,7,7,6.0,66,+1:14.670,5662350,53,9,,Finished
2021,Spanish Grand Prix,norris,mclaren,4,9,8,8,4.0,65,,,56,7,,+1 Lap
2021,Spanish Grand Prix,ocon,alpine,31,5,9,9,2.0,65,,,46,18,,+1 Lap
2021,Spanish Grand Prix,gasly,alphatauri,10,12,10,10,1.0,65,,,64,8,,+1 Lap
2021,Spanish Grand Prix,stroll,aston_martin,18,11,11,11,0.0,65,,,47,11,,+1 Lap
2021,Spanish Grand Prix,raikkonen,alfa,7,17,12,12,0.0,65,,,54,15,,+1 Lap
2021,Spanish Grand Prix,vettel,aston_martin,5,13,13,13,0.0,65,,,56,14,,+1 Lap
2021,Spanish Grand Prix,russell,williams,63,15,14,14,0.0,65,,,30,17,,+1 Lap
2021,Spanish Grand Prix,giovinazzi,alfa,99,14,15,15,0.0,65,,,42,13,,+1 Lap
2021,Spanish Grand Prix,latifi,williams,6,19,16,16,0.0,65,,,57,16,,+1 Lap
2021,Spanish Grand Prix,alonso,alpine,14,10,17,17,0.0,65,,,63,6,,+1 Lap
2021,Spanish Grand Prix,mick_schumacher,haas,47,18,18,18,0.0,64,,,54,12,,+2 Laps
2021,Spanish Grand Prix,mazepin,haas,9,20,19,19,0.0,64,,,45,19,,+2 Laps
2021,Spanish Grand Prix,tsunoda,alphatauri,22,16,20,R,0.0,6,,,5,20,,Electrical
2021,Monaco Grand Prix,max_verstappen,red_bull,33,2,1,1,25.0,78,1:38:56.820,5936820,58,6,,Finished
2021,Monaco Grand Prix,sainz,ferrari,55,4,2,2,18.0,78,+8.968,5945788,35,5,,Finished
2021,Monaco Grand Prix,norris,mclaren,4,5,3,3,15.0,78,+19.427,5956247,76,7,,Finished
2021,Monaco Grand Prix,perez,red_bull,11,9,4,4,12.0,78,+20.490,5957310,32,3,,Finished
2021,Monaco Grand Prix,vettel,aston_martin,5,8,5,5,10.0,78,+52.591,5989411,33,11,,Finished
2021,Monaco Grand Prix,gasly,alphatauri,10,6,6,6,8.0,78,+53.896,5990716,71,14,,Finished
2021,Monaco Grand Prix,hamilton,mercedes,44,7,7,7,7.0,78,+1:08.231,6005051,69,1,,Finished
2021,Monaco Grand Prix,stroll,aston_martin,18,13,8,8,4.0,77,,,74,8,,+1 Lap
2021,Monaco Grand Prix,ocon,alpine,31,11,9,9,2.0,77,,,41,12,,+1 Lap
2021,Monaco Grand Prix,giovinazzi,alfa,99,10,10,10,1.0,77,,,41,13,,+1 Lap
2021,Monaco Grand Prix,raikkonen,alfa,7,14,11,11,0.0,77,,,55,9,,+1 Lap
2021,Monaco Grand Prix,ricciardo,mclaren,3,12,12,12,0.0,77,,,43,4,,+1 Lap
2021,Monaco Grand Prix,alonso,alpine,14,17,13,13,0.0,77,,,70,10,,+1 Lap
2021,Monaco Grand Prix,russell,williams,63,15,14,14,0.0,77,,,59,15,,+1 Lap
2021,Monaco Grand Prix,latifi,williams,6,18,15,15,0.0,77,,,66,16,,+1 Lap
2021,Monaco Grand Prix,tsunoda,alphatauri,22,16,16,16,0.0,77,,,66,2,,+1 Lap
2021,Monaco Grand Prix,mazepin,haas,9,19,17,17,0.0,75,,,64,19,,+3 Laps
2021,Monaco Grand Prix,mick_schumacher,haas,47,20,18,18,0.0,75,,,51,18,,+3 Laps
2021,Monaco Grand Prix,bottas,mercedes,77,3,19,R,0.0,29,,,18,17,,Wheel nut
2021,Monaco Grand Prix,leclerc,ferrari,16,1,20,W,0.0,0,,,,,,Driveshaft
2021,Azerbaijan Grand Prix,perez,red_bull,11,6,1,1,25.0,51,2:13:36.410,8016410,45,2,,Finished
2021,Azerbaijan Grand Prix,vettel,aston_martin,5,11,2,2,18.0,51,+1.385,8017795,41,4,,Finished
2021,Azerbaijan Grand Prix,gasly,alphatauri,10,4,3,3,15.0,51,+2.762,8019172,44,6,,Finished
2021,Azerbaijan Grand Prix,leclerc,ferrari,16,1,4,4,12.0,51,+3.828,8020238,46,8,,Finished
2021,Azerbaijan Grand Prix,norris,mclaren,4,9,5,5,10.0,51,+4.754,8021164,41,7,,Finished
2021,Azerbaijan Grand Prix,alonso,alpine,14,8,6,6,8.0,51,+6.382,8022792,42,11,,Finished
2021,Azerbaijan Grand Prix,tsunoda,alphatauri,22,7,7,7,6.0,51,+6.624,8023034,46,5,,Finished
2021,Azerbaijan Grand Prix,sainz,ferrari,55,5,8,8,4.0,51,+7.709,8024119,42,13,,Finished
2021,Azerbaijan Grand Prix,ricciardo,mclaren,3,13,9,9,2.0,51,+8.874,8025284,43,14,,Finished
2021,Azerbaijan Grand Prix,raikkonen,alfa,7,14,10,10,1.0,51,+9.576,8025986,43,10,,Finished
2021,Azerbaijan Grand Prix,giovinazzi,alfa,99,20,11,11,0.0,51,+10.254,8026664,44,9,,Finished
2021,Azerbaijan Grand Prix,bottas,mercedes,77,10,12,12,0.0,51,+11.264,8027674,43,12,,Finished
2021,Azerbaijan Grand Prix,mick_schumacher,haas,47,17,13,13,0.0,51,+14.241,8030651,41,18,,Finished
2021,Azerbaijan Grand Prix,mazepin,haas,9,18,14,14,0.0,51,+14.315,8030725,40,19,,Finished
2021,Azerbaijan Grand Prix,hamilton,mercedes,44,2,15,15,0.0,51,+17.668,8034078,43,3,,Finished
2021,Azerbaijan Grand Prix,latifi,williams,6,16,16,16,0.0,51,+43.379,8059789,42,17,,Finished
2021,Azerbaijan Grand Prix,russell,williams,63,15,17,R,0.0,48,,,43,15,,Gearbox
2021,Azerbaijan Grand Prix,max_verstappen,red_bull,33,3,18,R,0.0,45,,,44,1,,Accident
2021,Azerbaijan Grand Prix,stroll,aston_martin,18,19,19,R,0.0,29,,,28,16,,Accident
2021,Azerbaijan Grand Prix,ocon,alpine,31,12,20,R,0.0,3,,,2,20,,Turbo
2021,French Grand Prix,max_verstappen,red_bull,33,1,1,1,26.0,53,1:27:25.770,5245770,35,1,,Finished
2021,French Grand Prix,hamilton,mercedes,44,2,2,2,18.0,53,+2.904,5248674,44,5,,Finished
2021,French Grand Prix,perez,red_bull,11,4,3,3,15.0,53,+8.811,5254581,53,2,,Finished
2021,French Grand Prix,bottas,mercedes,77,3,4,4,12.0,53,+14.618,5260388,19,3,,Finished
2021,French Grand Prix,norris,mclaren,4,8,5,5,10.0,53,+1:04.032,5309802,52,6,,Finished
2021,French Grand Prix,ricciardo,mclaren,3,10,6,6,8.0,53,+1:15.857,5321627,45,14,,Finished
2021,French Grand Prix,gasly,alphatauri,10,6,7,7,6.0,53,+1:16.596,5322366,44,11,,Finished
2021,French Grand Prix,alonso,alpine,14,9,8,8,4.0,53,+1:17.695,5323465,44,7,,Finished
2021,French Grand Prix,vettel,aston_martin,5,12,9,9,2.0,53,+1:19.666,5325436,52,4,,Finished
2021,French Grand Prix,stroll,aston_martin,18,19,10,10,1.0,53,+1:31.946,5337716,44,9,,Finished
2021,French Grand Prix,sainz,ferrari,55,5,11,11,0.0,53,+1:39.337,5345107,19,18,,Finished
2021,French Grand Prix,russell,williams,63,14,12,12,0.0,52,,,52,13,,+1 Lap
2021,French Grand Prix,tsunoda,alphatauri,22,0,13,13,0.0,52,,,18,19,,+1 Lap
2021,French Grand Prix,ocon,alpine,31,11,14,14,0.0,52,,,33,15,,+1 Lap
2021,French Grand Prix,giovinazzi,alfa,99,13,15,15,0.0,52,,,36,16,,+1 Lap
2021,French Grand Prix,leclerc,ferrari,16,7,16,16,0.0,52,,,43,8,,+1 Lap
2021,French Grand Prix,raikkonen,alfa,7,17,17,17,0.0,52,,,46,10,,+1 Lap
2021,French Grand Prix,latifi,williams,6,16,18,18,0.0,52,,,50,12,,+1 Lap
2021,French Grand Prix,mick_schumacher,haas,47,15,19,19,0.0,52,,,51,17,,+1 Lap
2021,French Grand Prix,mazepin,haas,9,18,20,20,0.0,52,,,34,20,,+1 Lap
2021,Styrian Grand Prix,max_verstappen,red_bull,33,1,1,1,25.0,71,1:22:18.925,4938925,68,3,,Finished
2021,Styrian Grand Prix,hamilton,mercedes,44,2,2,2,19.0,71,+35.743,4974668,71,1,,Finished
2021,Styrian Grand Prix,bottas,mercedes,77,5,3,3,15.0,71,+46.907,4985832,43,5,,Finished
2021,Styrian Grand Prix,perez,red_bull,11,4,4,4,12.0,71,+47.434,4986359,57,2,,Finished
2021,Styrian Grand Prix,norris,mclaren,4,3,5,5,10.0,70,,,65,7,,+1 Lap
2021,Styrian Grand Prix,sainz,ferrari,55,12,6,6,8.0,70,,,64,4,,+1 Lap
2021,Styrian Grand Prix,leclerc,ferrari,16,7,7,7,6.0,70,,,64,6,,+1 Lap
2021,Styrian Grand Prix,stroll,aston_martin,18,9,8,8,4.0,70,,,32,14,,+1 Lap
2021,Styrian Grand Prix,alonso,alpine,14,8,9,9,2.0,70,,,61,13,,+1 Lap
2021,Styrian Grand Prix,tsunoda,alphatauri,22,11,10,10,1.0,70,,,41,11,,+1 Lap
2021,Styrian Grand Prix,raikkonen,alfa,7,18,11,11,0.0,70,,,57,8,,+1 Lap
2021,Styrian Grand Prix,vettel,aston_martin,5,14,12,12,0.0,70,,,64,15,,+1 Lap
2021,Styrian Grand Prix,ricciardo,mclaren,3,13,13,13,0.0,70,,,45,9,,+1 Lap
2021,Styrian Grand Prix,ocon,alpine,31,17,14,14,0.0,70,,,70,10,,+1 Lap
2021,Styrian Grand Prix,giovinazzi,alfa,99,15,15,15,0.0,70,,,39,12,,+1 Lap
2021,Styrian Grand Prix,mick_schumacher,haas,47,19,16,16,0.0,69,,,57,16,,+2 Laps
2021,Styrian Grand Prix,latifi,williams,6,16,17,17,0.0,68,,,34,17,,+3 Laps
2021,Styrian Grand Prix,mazepin,haas,9,20,18,18,0.0,68,,,39,19,,+3 Laps
2021,Styrian Grand Prix,russell,williams,63,10,19,R,0.0,36,,,28,18,,Engine
2021,Styrian Grand Prix,gasly,alphatauri,10,6,20,R,0.0,1,,,,,,Collision
2021,Austrian Grand Prix,max_verstappen,red_bull,33,1,1,1,26.0,71,1:23:54.543,5034543,62,1,,Finished
2021,Austrian Grand Prix,bottas,mercedes,77,5,2,2,18.0,71,+17.973,5052516,52,6,,Finished
2021,Austrian Grand Prix,norris,mclaren,4,2,3,3,15.0,71,+20.019,5054562,62,10,,Finished
2021,Austrian Grand Prix,hamilton,mercedes,44,4,4,4,12.0,71,+46.452,5080995,55,3,,Finished
2021,Austrian Grand Prix,sainz,ferrari,55,10,5,5,10.0,71,+57.144,5091687,70,2,,Finished
2021,Austrian Grand Prix,perez,red_bull,11,3,6,6,8.0,71,+57.915,5092458,55,5,,Finished
2021,Austrian Grand Prix,ricciardo,mclaren,3,13,7,7,6.0,71,+1:00.395,5094938,56,14,,Finished
2021,Austrian Grand Prix,leclerc,ferrari,16,12,8,8,4.0,71,+1:01.195,5095738,55,13,,Finished
2021,Austrian Grand Prix,gasly,alphatauri,10,6,9,9,2.0,71,+1:01.844,5096387,54,4,,Finished
2021,Austrian Grand Prix,alonso,alpine,14,14,10,10,1.0,70,,,70,7,,+1 Lap
2021,Austrian Grand Prix,russell,williams,63,8,11,11,0.0,70,,,56,16,,+1 Lap
2021,Austrian Grand Prix,tsunoda,alphatauri,22,7,12,12,0.0,70,,,54,9,,+1 Lap
2021,Austrian Grand Prix,stroll,aston_martin,18,9,13,13,0.0,70,,,54,12,,+1 Lap
2021,Austrian Grand Prix,giovinazzi,alfa,99,15,14,14,0.0,70,,,55,17,,+1 Lap
2021,Austrian Grand Prix,raikkonen,alfa,7,16,15,15,0.0,70,,,69,15,,+1 Lap
2021,Austrian Grand Prix,latifi,williams,6,18,16,16,0.0,70,,,62,11,,+1 Lap
2021,Austrian Grand Prix,vettel,aston_martin,5,11,17,17,0.0,69,,,51,8,,Collision
2021,Austrian Grand Prix,mick_schumacher,haas,47,19,18,18,0.0,69,,,56,18,,+2 Laps
