season,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,statusId
2010,Bahrain Grand Prix,alonso,ferrari,8,3,1,1,25.0,49,1:39:20.396,5960396,45,1,,Finished
2010,Bahrain Grand Prix,massa,ferrari,7,2,2,2,18.0,49,+16.099,5976495,38,5,,Finished
2010,Bahrain Grand Prix,hamilton,mclaren,2,4,3,3,15.0,49,+23.182,5983578,42,4,,Finished
2010,Bahrain Grand Prix,vettel,red_bull,5,1,4,4,12.0,49,+38.799,5999195,32,12,,Finished
2010,Bahrain Grand Prix,rosberg,mercedes,4,5,5,5,10.0,49,+40.213,6000609,45,13,,Finished
2010,Bahrain Grand Prix,michael_schumacher,mercedes,3,7,6,6,8.0,49,+44.163,6004559,45,11,,Finished
2010,Bahrain Grand Prix,button,mclaren,1,8,7,7,6.0,49,+45.280,6005676,45,9,,Finished
2010,Bahrain Grand Prix,webber,red_bull,6,6,8,8,4.0,49,+46.360,6006756,45,3,,Finished
2010,Bahrain Grand Prix,liuzzi,force_india,15,12,9,9,2.0,49,+53.008,6013404,39,7,,Finished
2010,Bahrain Grand Prix,barrichello,williams,9,11,10,10,1.0,49,+1:02.489,6022885,47,6,,Finished
2010,Bahrain Grand Prix,kubica,renault,11,9,11,11,0.0,49,+1:09.093,6029489,33,14,,Finished
2010,Bahrain Grand Prix,sutil,force_india,14,10,12,12,0.0,49,+1:22.958,6043354,49,2,,Finished
2010,Bahrain Grand Prix,alguersuari,toro_rosso,17,18,13,13,0.0,49,+1:32.656,6053052,28,8,,Finished
2010,Bahrain Grand Prix,hulkenberg,williams,10,13,14,14,0.0,48,,,34,15,,+1 Lap
2010,Bahrain Grand Prix,kovalainen,lotus_racing,19,21,15,15,0.0,47,,,47,17,,+2 Laps
2010,Bahrain Grand Prix,buemi,toro_rosso,16,15,16,16,0.0,46,,,41,10,,Electrical
2010,Bahrain Grand Prix,trulli,lotus_racing,18,20,17,17,0.0,46,,,34,18,,Hydraulics
2010,Bahrain Grand Prix,rosa,sauber,22,14,18,R,0.0,28,,,27,16,,Hydraulics
2010,Bahrain Grand Prix,bruno_senna,hrt,21,23,19,R,0.0,17,,,14,22,,Overheating
2010,Bahrain Grand Prix,glock,virgin,24,19,20,R,0.0,16,,,11,21,,Gearbox
2010,Bahrain Grand Prix,petrov,renault,12,17,21,R,0.0,13,,,7,19,,Suspension
2010,Bahrain Grand Prix,kobayashi,sauber,23,16,22,R,0.0,11,,,4,20,,Hydraulics
2010,Bahrain Grand Prix,grassi,virgin,25,22,23,R,0.0,2,,,2,23,,Hydraulics
2010,Bahrain Grand Prix,chandhok,hrt,20,24,24,R,0.0,1,,,,,,Accident
2010,Australian Grand Prix,button,mclaren,1,4,1,1,25.0,58,1:33:36.531,5616531,52,6,,Finished
2010,Australian Grand Prix,kubica,renault,11,9,2,2,18.0,58,+12.034,5628565,52,8,,Finished
2010,Australian Grand Prix,massa,ferrari,7,5,3,3,15.0,58,+14.488,5631019,52,7,,Finished
2010,Australian Grand Prix,alonso,ferrari,8,3,4,4,12.0,58,+16.304,5632835,47,10,,Finished
2010,Australian Grand Prix,rosberg,mercedes,4,6,5,5,10.0,58,+16.683,5633214,53,2,,Finished
2010,Australian Grand Prix,hamilton,mclaren,2,11,6,6,8.0,58,+29.898,5646429,47,3,,Finished
2010,Australian Grand Prix,liuzzi,force_india,15,13,7,7,6.0,58,+59.847,5676378,55,9,,Finished
2010,Australian Grand Prix,barrichello,williams,9,8,8,8,4.0,58,+1:00.536,5677067,58,5,,Finished
2010,Australian Grand Prix,webber,red_bull,6,2,9,9,2.0,58,+1:07.319,5683850,47,1,,Finished
2010,Australian Grand Prix,michael_schumacher,mercedes,3,7,10,10,1.0,58,+1:09.391,5685922,58,4,,Finished
2010,Australian Grand Prix,alguersuari,toro_rosso,17,17,11,11,0.0,58,+1:11.301,5687832,49,11,,Finished
2010,Australian Grand Prix,rosa,sauber,22,14,12,12,0.0,58,+1:14.084,5690615,54,12,,Finished
2010,Australian Grand Prix,kovalainen,lotus_racing,19,19,13,13,0.0,56,,,52,14,,+2 Laps
2010,Australian Grand Prix,chandhok,hrt,20,22,14,14,0.0,53,,,48,16,,+5 Laps
2010,Australian Grand Prix,glock,virgin,24,23,15,R,0.0,41,,,37,15,,Suspension
2010,Australian Grand Prix,grassi,virgin,25,24,16,R,0.0,26,,,17,17,,Hydraulics
2010,Australian Grand Prix,vettel,red_bull,5,1,17,R,0.0,25,,,22,13,,Wheel
2010,Australian Grand Prix,sutil,force_india,14,10,18,R,0.0,9,,,6,19,,Engine
2010,Australian Grand Prix,petrov,renault,12,18,19,R,0.0,9,,,6,18,,Spun off
2010,Australian Grand Prix,bruno_senna,hrt,21,21,20,R,0.0,4,,,4,20,,Hydraulics
2010,Australian Grand Prix,buemi,toro_rosso,16,12,21,R,0.0,0,,,,,,Collision
2010,Australian Grand Prix,hulkenberg,williams,10,15,22,R,0.0,0,,,,,,Collision
2010,Australian Grand Prix,kobayashi,sauber,23,16,23,R,0.0,0,,,,,,Collision
2010,Australian Grand Prix,trulli,lotus_racing,18,20,24,W,0.0,0,,,,,,Hydraulics
2010,Malaysian Grand Prix,vettel,red_bull,5,3,1,1,25.0,56,1:33:48.412,5628412,53,6,,Finished
2010,Malaysian Grand Prix,webber,red_bull,6,1,2,2,18.0,56,+4.849,5633261,53,1,,Finished
2010,Malaysian Grand Prix,rosberg,mercedes,4,2,3,3,15.0,56,+13.504,5641916,53,8,,Finished
2010,Malaysian Grand Prix,kubica,renault,11,6,4,4,12.0,56,+18.589,5647001,55,7,,Finished
2010,Malaysian Grand Prix,sutil,force_india,14,4,5,5,10.0,56,+21.059,5649471,55,9,,Finished
2010,Malaysian Grand Prix,hamilton,mclaren,2,20,6,6,8.0,56,+23.471,5651883,32,4,,Finished
2010,Malaysian Grand Prix,massa,ferrari,7,21,7,7,6.0,56,+27.068,5655480,48,5,,Finished
2010,Malaysian Grand Prix,button,mclaren,1,17,8,8,4.0,56,+37.918,5666330,49,10,,Finished
2010,Malaysian Grand Prix,alguersuari,toro_rosso,17,14,9,9,2.0,56,+1:10.602,5699014,44,13,,Finished
2010,Malaysian Grand Prix,hulkenberg,williams,10,5,10,10,1.0,56,+1:13.399,5701811,51,11,,Finished
2010,Malaysian Grand Prix,buemi,toro_rosso,16,13,11,11,0.0,56,+1:18.938,5707350,54,3,,Finished
2010,Malaysian Grand Prix,barrichello,williams,9,7,12,12,0.0,55,,,46,12,,+1 Lap
2010,Malaysian Grand Prix,alonso,ferrari,8,19,13,13,0.0,54,,,41,2,,Engine
2010,Malaysian Grand Prix,grassi,virgin,25,24,14,14,0.0,53,,,28,18,,+3 Laps
2010,Malaysian Grand Prix,chandhok,hrt,20,22,15,15,0.0,53,,,40,21,,+3 Laps
2010,Malaysian Grand Prix,bruno_senna,hrt,21,23,16,16,0.0,52,,,39,22,,+4 Laps
2010,Malaysian Grand Prix,trulli,lotus_racing,18,18,17,17,0.0,51,,,31,20,,+5 Laps
2010,Malaysian Grand Prix,kovalainen,lotus_racing,19,15,18,N,0.0,46,,,44,17,,+10 Laps
2010,Malaysian Grand Prix,petrov,renault,12,11,19,R,0.0,32,,,32,14,,Gearbox
2010,Malaysian Grand Prix,liuzzi,force_india,15,10,20,R,0.0,12,,,9,16,,Throttle
2010,Malaysian Grand Prix,michael_schumacher,mercedes,3,8,21,R,0.0,9,,,9,15,,Wheel
2010,Malaysian Grand Prix,kobayashi,sauber,23,9,22,R,0.0,8,,,6,19,,Engine
2010,Malaysian Grand Prix,glock,virgin,24,16,23,R,0.0,2,,,2,23,,Spun off
2010,Malaysian Grand Prix,rosa,sauber,22,12,24,W,0.0,0,,,,,,Engine
2010,Chinese Grand Prix,button,mclaren,1,5,1,1,25.0,56,1:46:42.163,6402163,14,4,,Finished
2010,Chinese Grand Prix,hamilton,mclaren,2,6,2,2,18.0,56,+1.530,6403693,13,1,,Finished
2010,Chinese Grand Prix,rosberg,mercedes,4,4,3,3,15.0,56,+9.484,6411647,14,5,,Finished
2010,Chinese Grand Prix,alonso,ferrari,8,3,4,4,12.0,56,+11.869,6414032,14,9,,Finished
2010,Chinese Grand Prix,kubica,renault,11,8,5,5,10.0,56,+22.213,6424376,14,6,,Finished
2010,Chinese Grand Prix,vettel,red_bull,5,1,6,6,8.0,56,+33.310,6435473,14,2,,Finished
2010,Chinese Grand Prix,petrov,renault,12,14,7,7,6.0,56,+47.600,6449763,14,8,,Finished
2010,Chinese Grand Prix,webber,red_bull,6,2,8,8,4.0,56,+52.172,6454335,14,3,,Finished
2010,Chinese Grand Prix,massa,ferrari,7,7,9,9,2.0,56,+57.796,6459959,14,13,,Finished
2010,Chinese Grand Prix,michael_schumacher,mercedes,3,9,10,10,1.0,56,+1:01.749,6463912,14,10,,Finished
2010,Chinese Grand Prix,sutil,force_india,14,10,11,11,0.0,56,+1:02.874,6465037,14,11,,Finished
2010,Chinese Grand Prix,barrichello,williams,9,11,12,12,0.0,56,+1:03.665,6465828,17,14,,Finished
2010,Chinese Grand Prix,alguersuari,toro_rosso,17,12,13,13,0.0,56,+1:11.416,6473579,14,7,,Finished
2010,Chinese Grand Prix,kovalainen,lotus_racing,19,21,14,14,0.0,55,,,14,15,,+1 Lap
2010,Chinese Grand Prix,hulkenberg,williams,10,16,15,15,0.0,55,,,13,12,,+1 Lap
2010,Chinese Grand Prix,bruno_senna,hrt,21,23,16,16,0.0,54,,,16,17,,+2 Laps
2010,Chinese Grand Prix,chandhok,hrt,20,24,17,17,0.0,52,,,15,18,,+4 Laps
2010,Chinese Grand Prix,trulli,lotus_racing,18,20,18,R,0.0,26,,,14,19,,Hydraulics
2010,Chinese Grand Prix,grassi,virgin,25,22,19,R,0.0,8,,,7,20,,Clutch
2010,Chinese Grand Prix,rosa,sauber,22,17,20,R,0.0,7,,,6,16,,Technical
2010,Chinese Grand Prix,buemi,toro_rosso,16,13,21,R,0.0,0,,,,,,Accident
2010,Chinese Grand Prix,kobayashi,sauber,23,15,22,R,0.0,0,,,,,,Accident
2010,Chinese Grand Prix,liuzzi,force_india,15,18,23,R,0.0,0,,,,,,Accident
2010,Chinese Grand Prix,glock,virgin,24,19,24,W,0.0,0,,,,,,Engine
2010,Spanish Grand Prix,webber,red_bull,6,1,1,1,25.0,66,1:35:44.101,5744101,62,2,,Finished
2010,Spanish Grand Prix,alonso,ferrari,8,4,2,2,18.0,66,+24.065,5768166,57,3,,Finished
2010,Spanish Grand Prix,vettel,red_bull,5,2,3,3,15.0,66,+51.338,5795439,56,5,,Finished
2010,Spanish Grand Prix,michael_schumacher,mercedes,3,6,4,4,12.0,66,+1:02.195,5806296,64,10,,Finished
2010,Spanish Grand Prix,button,mclaren,1,5,5,5,10.0,66,+1:03.728,5807829,64,4,,Finished
2010,Spanish Grand Prix,massa,ferrari,7,9,6,6,8.0,66,+1:05.767,5809868,64,9,,Finished
2010,Spanish Grand Prix,sutil,force_india,14,11,7,7,6.0,66,+1:12.941,5817042,65,13,,Finished
2010,Spanish Grand Prix,kubica,renault,11,7,8,8,4.0,66,+1:13.677,5817778,66,7,,Finished
2010,Spanish Grand Prix,barrichello,williams,9,17,9,9,2.0,65,,,59,12,,+1 Lap
2010,Spanish Grand Prix,alguersuari,toro_rosso,17,15,10,10,1.0,65,,,63,11,,+1 Lap
2010,Spanish Grand Prix,petrov,renault,12,19,11,11,0.0,65,,,63,8,,+1 Lap
2010,Spanish Grand Prix,kobayashi,sauber,23,10,12,12,0.0,65,,,62,15,,+1 Lap
2010,Spanish Grand Prix,rosberg,mercedes,4,8,13,13,0.0,65,,,50,6,,+1 Lap
2010,Spanish Grand Prix,hamilton,mclaren,2,3,14,14,0.0,64,,,59,1,,Puncture
2010,Spanish Grand Prix,liuzzi,force_india,15,16,15,15,0.0,64,,,63,14,,Engine
2010,Spanish Grand Prix,hulkenberg,williams,10,13,16,16,0.0,64,,,63,17,,+2 Laps
2010,Spanish Grand Prix,trulli,lotus_racing,18,18,17,17,0.0,63,,,56,18,,+3 Laps
2010,Spanish Grand Prix,glock,virgin,24,22,18,18,0.0,63,,,60,19,,+3 Laps
2010,Spanish Grand Prix,grassi,virgin,25,23,19,19,0.0,62,,,47,20,,+4 Laps
2010,Spanish Grand Prix,buemi,toro_rosso,16,14,20,R,0.0,42,,,41,16,,Hydraulics
2010,Spanish Grand Prix,chandhok,hrt,20,24,21,R,0.0,27,,,26,22,,Suspension
2010,Spanish Grand Prix,rosa,sauber,22,12,22,R,0.0,18,,,9,21,,Collision
2010,Spanish Grand Prix,bruno_senna,hrt,21,21,23,R,0.0,0,,,,,,Accident
2010,Spanish Grand Prix,kovalainen,lotus_racing,19,20,24,W,0.0,0,,,,,,Gearbox
2010,Monaco Grand Prix,webber,red_bull,6,1,1,1,25.0,78,1:50:13.355,6613355,63,2,,Finished
2010,Monaco Grand Prix,vettel,red_bull,5,3,2,2,18.0,78,+0.448,6613803,71,1,,Finished
2010,Monaco Grand Prix,kubica,renault,11,2,3,3,15.0,78,+1.675,6615030,72,3,,Finished
2010,Monaco Grand Prix,massa,ferrari,7,4,4,4,12.0,78,+2.666,6616021,68,4,,Finished
2010,Monaco Grand Prix,hamilton,mclaren,2,5,5,5,10.0,78,+4.363,6617718,68,10,,Finished
2010,Monaco Grand Prix,alonso,ferrari,8,24,6,6,8.0,78,+6.341,6619696,73,6,,Finished
2010,Monaco Grand Prix,rosberg,mercedes,4,6,7,7,6.0,78,+6.651,6620006,65,7,,Finished
2010,Monaco Grand Prix,sutil,force_india,14,12,8,8,4.0,78,+6.970,6620325,72,8,,Finished
2010,Monaco Grand Prix,liuzzi,force_india,15,10,9,9,2.0,78,+7.305,6620660,72,9,,Finished
2010,Monaco Grand Prix,buemi,toro_rosso,16,13,10,10,1.0,78,+8.199,6621554,68,13,,Finished
2010,Monaco Grand Prix,alguersuari,toro_rosso,17,17,11,11,0.0,78,+9.135,6622490,73,11,,Finished
2010,Monaco Grand Prix,michael_schumacher,mercedes,3,7,12,12,0.0,78,+5.712,6619067,71,5,,Finished
2010,Monaco Grand Prix,petrov,renault,12,14,13,13,0.0,73,,,60,12,,Brakes
2010,Monaco Grand Prix,chandhok,hrt,20,23,14,14,0.0,70,,,69,19,,Collision
2010,Monaco Grand Prix,trulli,lotus_racing,18,19,15,15,0.0,70,,,69,18,,Collision
2010,Monaco Grand Prix,kovalainen,lotus_racing,19,18,16,R,0.0,58,,,57,14,,Steering
2010,Monaco Grand Prix,bruno_senna,hrt,21,22,17,R,0.0,58,,,58,20,,Hydraulics
2010,Monaco Grand Prix,barrichello,williams,9,9,18,R,0.0,30,,,22,16,,Suspension
2010,Monaco Grand Prix,kobayashi,sauber,23,16,19,R,0.0,26,,,24,15,,Gearbox
2010,Monaco Grand Prix,grassi,virgin,25,21,20,R,0.0,25,,,19,22,,Wheel
2010,Monaco Grand Prix,glock,virgin,24,20,21,R,0.0,22,,,11,21,,Track rod
2010,Monaco Grand Prix,rosa,sauber,22,15,22,R,0.0,21,,,21,17,,Hydraulics
2010,Monaco Grand Prix,button,mclaren,1,8,23,R,0.0,2,,,2,23,,Engine
2010,Monaco Grand Prix,hulkenberg,williams,10,11,24,R,0.0,0,,,,,,Front wing
2010,Turkish Grand Prix,hamilton,mclaren,2,2,1,1,25.0,58,1:28:47.620,5327620,54,12,,Finished
2010,Turkish Grand Prix,button,mclaren,1,4,2,2,18.0,58,+2.645,5330265,42,7,,Finished
2010,Turkish Grand Prix,webber,red_bull,6,1,3,3,15.0,58,+24.285,5351905,54,2,,Finished
2010,Turkish Grand Prix,michael_schumacher,mercedes,3,5,4,4,12.0,58,+31.110,5358730,53,6,,Finished
2010,Turkish Grand Prix,rosberg,mercedes,4,6,5,5,10.0,58,+32.266,5359886,52,9,,Finished
2010,Turkish Grand Prix,kubica,renault,11,7,6,6,8.0,58,+32.824,5360444,57,4,,Finished
2010,Turkish Grand Prix,massa,ferrari,7,8,7,7,6.0,58,+36.635,5364255,58,10,,Finished
2010,Turkish Grand Prix,alonso,ferrari,8,12,8,8,4.0,58,+46.544,5374164,56,11,,Finished
2010,Turkish Grand Prix,sutil,force_india,14,11,9,9,2.0,58,+49.029,5376649,55,8,,Finished
2010,Turkish Grand Prix,kobayashi,sauber,23,10,10,10,1.0,58,+1:05.650,5393270,42,16,,Finished
2010,Turkish Grand Prix,rosa,sauber,22,13,11,11,0.0,58,+1:05.944,5393564,50,14,,Finished
2010,Turkish Grand Prix,alguersuari,toro_rosso,17,16,12,12,0.0,58,+1:07.800,5395420,50,3,,Finished
2010,Turkish Grand Prix,liuzzi,force_india,15,18,13,13,0.0,57,,,53,18,,+1 Lap
2010,Turkish Grand Prix,barrichello,williams,9,15,14,14,0.0,57,,,53,17,,+1 Lap
2010,Turkish Grand Prix,petrov,renault,12,9,15,15,0.0,57,,,57,1,,+1 Lap
2010,Turkish Grand Prix,buemi,toro_rosso,16,14,16,16,0.0,57,,,57,5,,+1 Lap
2010,Turkish Grand Prix,hulkenberg,williams,10,17,17,17,0.0,57,,,51,15,,+1 Lap
2010,Turkish Grand Prix,glock,virgin,24,21,18,18,0.0,55,,,48,19,,+3 Laps
2010,Turkish Grand Prix,grassi,virgin,25,23,19,19,0.0,55,,,55,20,,+3 Laps
2010,Turkish Grand Prix,chandhok,hrt,20,24,20,20,0.0,52,,,37,24,,Fuel pump
2010,Turkish Grand Prix,bruno_senna,hrt,21,22,21,R,0.0,46,,,35,21,,Fuel pressure
2010,Turkish Grand Prix,vettel,red_bull,5,3,22,R,0.0,39,,,37,13,,Collision
2010,Turkish Grand Prix,kovalainen,lotus_racing,19,20,23,R,0.0,33,,,26,22,,Hydraulics
2010,Turkish Grand Prix,trulli,lotus_racing,18,19,24,R,0.0,32,,,26,23,,Hydraulics
2010,Canadian Grand Prix,hamilton,mclaren,2,1,1,1,25.0,70,1:33:53.456,5633456,62,2,,Finished
2010,Canadian Grand Prix,button,mclaren,1,4,2,2,18.0,70,+2.254,5635710,66,4,,Finished
2010,Canadian Grand Prix,alonso,ferrari,8,3,3,3,15.0,70,+9.214,5642670,44,6,,Finished
2010,Canadian Grand Prix,vettel,red_bull,5,2,4,4,12.0,70,+37.817,5671273,62,8,,Finished
2010,Canadian Grand Prix,webber,red_bull,6,7,5,5,10.0,70,+39.291,5672747,62,5,,Finished
2010,Canadian Grand Prix,rosberg,mercedes,4,10,6,6,8.0,70,+56.084,5689540,68,3,,Finished
2010,Canadian Grand Prix,kubica,renault,11,8,7,7,6.0,70,+57.300,5690756,67,1,,Finished
2010,Canadian Grand Prix,buemi,toro_rosso,16,15,8,8,4.0,69,,,39,15,,+1 Lap
2010,Canadian Grand Prix,liuzzi,force_india,15,5,9,9,2.0,69,,,66,11,,+1 Lap
2010,Canadian Grand Prix,sutil,force_india,14,9,10,10,1.0,69,,,68,13,,+1 Lap
2010,Canadian Grand Prix,michael_schumacher,mercedes,3,13,11,11,0.0,69,,,44,14,,+1 Lap
2010,Canadian Grand Prix,alguersuari,toro_rosso,17,16,12,12,0.0,69,,,69,16,,+1 Lap
2010,Canadian Grand Prix,hulkenberg,williams,10,12,13,13,0.0,69,,,64,9,,+1 Lap
2010,Canadian Grand Prix,barrichello,williams,9,11,14,14,0.0,69,,,65,10,,+1 Lap
2010,Canadian Grand Prix,massa,ferrari,7,6,15,15,0.0,69,,,45,7,,+1 Lap
2010,Canadian Grand Prix,kovalainen,lotus_racing,19,19,16,16,0.0,68,,,65,18,,+2 Laps
2010,Canadian Grand Prix,petrov,renault,12,14,17,17,0.0,68,,,58,12,,+2 Laps
2010,Canadian Grand Prix,chandhok,hrt,20,24,18,18,0.0,66,,,47,21,,+4 Laps
2010,Canadian Grand Prix,grassi,virgin,25,23,19,19,0.0,65,,,49,22,,+5 Laps
2010,Canadian Grand Prix,glock,virgin,24,21,20,R,0.0,55,,,43,20,,Mechanical
2010,Canadian Grand Prix,trulli,lotus_racing,18,20,21,R,0.0,47,,,38,19,,Brakes
2010,Canadian Grand Prix,rosa,sauber,22,17,22,R,0.0,31,,,21,17,,Engine
2010,Canadian Grand Prix,bruno_senna,hrt,21,22,23,R,0.0,14,,,5,23,,Hydraulics
2010,Canadian Grand Prix,kobayashi,sauber,23,18,24,R,0.0,1,,,,,,Accident
2010,European Grand Prix,vettel,red_bull,5,1,1,1,25.0,57,1:40:29.571,6029571,52,3,,Finished
2010,European Grand Prix,hamilton,mclaren,2,3,2,2,18.0,57,+5.042,6034613,56,4,,Finished
2010,European Grand Prix,button,mclaren,1,7,3,3,15.0,57,+12.658,6042229,54,1,,Finished
2010,European Grand Prix,barrichello,williams,9,9,4,4,12.0,57,+25.627,6055198,56,5,,Finished
2010,European Grand Prix,kubica,renault,11,6,5,5,10.0,57,+27.122,6056693,55,7,,Finished
2010,European Grand Prix,sutil,force_india,14,13,6,6,8.0,57,+30.168,6059739,52,8,,Finished
2010,European Grand Prix,kobayashi,sauber,23,18,7,7,6.0,57,+30.965,6060536,57,6,,Finished
2010,European Grand Prix,alonso,ferrari,8,4,8,8,4.0,57,+32.809,6062380,50,10,,Finished
2010,European Grand Prix,buemi,toro_rosso,16,11,9,9,2.0,57,+36.299,6065870,53,11,,Finished
2010,European Grand Prix,rosberg,mercedes,4,12,10,10,1.0,57,+44.382,6073953,57,9,,Finished
2010,European Grand Prix,massa,ferrari,7,5,11,11,0.0,57,+46.621,6076192,52,13,,Finished
2010,European Grand Prix,rosa,sauber,22,16,12,12,0.0,57,+47.414,6076985,56,16,,Finished
2010,European Grand Prix,alguersuari,toro_rosso,17,17,13,13,0.0,57,+48.239,6077810,55,15,,Finished
2010,European Grand Prix,petrov,renault,12,10,14,14,0.0,57,+48.287,6077858,57,12,,Finished
2010,European Grand Prix,michael_schumacher,mercedes,3,15,15,15,0.0,57,+48.826,6078397,53,2,,Finished
2010,European Grand Prix,liuzzi,force_india,15,14,16,16,0.0,57,+50.890,6080461,52,14,,Finished
2010,European Grand Prix,grassi,virgin,25,21,17,17,0.0,56,,,45,20,,+1 Lap
2010,European Grand Prix,chandhok,hrt,20,23,18,18,0.0,55,,,51,22,,+2 Laps
2010,European Grand Prix,glock,virgin,24,22,19,19,0.0,55,,,48,19,,+2 Laps
2010,European Grand Prix,bruno_senna,hrt,21,24,20,20,0.0,55,,,55,21,,+2 Laps
2010,European Grand Prix,trulli,lotus_racing,18,19,21,21,0.0,53,,,53,18,,+4 Laps
2010,European Grand Prix,hulkenberg,williams,10,8,22,R,0.0,49,,,46,17,,Exhaust
2010,European Grand Prix,kovalainen,lotus_racing,19,20,23,R,0.0,8,,,8,24,,Collision
2010,European Grand Prix,webber,red_bull,6,2,24,R,0.0,8,,,5,23,,Collision
2010,British Grand Prix,webber,red_bull,6,2,1,1,25.0,52,1:24:38.200,5078200,45,4,,Finished
2010,British Grand Prix,hamilton,mclaren,2,4,2,2,18.0,52,+1.360,5079560,43,6,,Finished
2010,British Grand Prix,rosberg,mercedes,4,5,3,3,15.0,52,+21.307,5099507,50,7,,Finished
2010,British Grand Prix,button,mclaren,1,14,4,4,12.0,52,+21.986,5100186,52,9,,Finished
2010,British Grand Prix,barrichello,williams,9,8,5,5,10.0,52,+31.456,5109656,50,11,,Finished
2010,British Grand Prix,kobayashi,sauber,23,12,6,6,8.0,52,+32.171,5110371,52,10,,Finished
2010,British Grand Prix,vettel,red_bull,5,1,7,7,6.0,52,+36.734,5114934,52,3,,Finished
2010,British Grand Prix,sutil,force_india,14,11,8,8,4.0,52,+40.932,5119132,42,16,,Finished
2010,British Grand Prix,michael_schumacher,mercedes,3,10,9,9,2.0,52,+41.599,5119799,47,15,,Finished
2010,British Grand Prix,hulkenberg,williams,10,13,10,10,1.0,52,+42.012,5120212,48,13,,Finished
2010,British Grand Prix,liuzzi,force_india,15,20,11,11,0.0,52,+42.459,5120659,51,14,,Finished
2010,British Grand Prix,buemi,toro_rosso,16,16,12,12,0.0,52,+47.627,5125827,52,8,,Finished
2010,British Grand Prix,petrov,renault,12,15,13,13,0.0,52,+59.374,5137574,52,5,,Finished
2010,British Grand Prix,alonso,ferrari,8,3,14,14,0.0,52,+1:02.385,5140585,52,1,,Finished
2010,British Grand Prix,massa,ferrari,7,7,15,15,0.0,52,+1:07.489,5145689,52,2,,Finished
2010,British Grand Prix,trulli,lotus_racing,18,21,16,16,0.0,51,,,44,20,,+1 Lap
2010,British Grand Prix,kovalainen,lotus_racing,19,18,17,17,0.0,51,,,48,18,,+1 Lap
2010,British Grand Prix,glock,virgin,24,19,18,18,0.0,50,,,49,19,,+2 Laps
2010,British Grand Prix,chandhok,hrt,20,23,19,19,0.0,50,,,40,23,,+2 Laps
2010,British Grand Prix,yamamoto,hrt,21,24,20,20,0.0,50,,,50,22,,+2 Laps
2010,British Grand Prix,alguersuari,toro_rosso,17,17,21,R,0.0,44,,,43,12,,Brakes
2010,British Grand Prix,rosa,sauber,22,9,22,R,0.0,29,,,23,17,,Collision
2010,British Grand Prix,kubica,renault,11,6,23,R,0.0,19,,,12,21,,Driveshaft
2010,British Grand Prix,grassi,virgin,25,22,24,R,0.0,9,,,7,24,,Hydraulics
2010,German Grand Prix,alonso,ferrari,8,2,1,1,25.0,67,1:27:38.864,5258864,66,2,,Finished
2010,German Grand Prix,massa,ferrari,7,3,2,2,18.0,67,+4.196,5263060,66,3,,Finished
2010,German Grand Prix,vettel,red_bull,5,1,3,3,15.0,67,+5.121,5263985,67,1,,Finished
2010,German Grand Prix,hamilton,mclaren,2,6,4,4,12.0,67,+26.896,5285760,65,5,,Finished
2010,German Grand Prix,button,mclaren,1,5,5,5,10.0,67,+29.482,5288346,65,4,,Finished
2010,German Grand Prix,webber,red_bull,6,4,6,6,8.0,67,+43.606,5302470,57,9,,Finished
2010,German Grand Prix,kubica,renault,11,7,7,7,6.0,66,,,62,16,,+1 Lap
2010,German Grand Prix,rosberg,mercedes,4,9,8,8,4.0,66,,,66,8,,+1 Lap
2010,German Grand Prix,michael_schumacher,mercedes,3,11,9,9,2.0,66,,,66,14,,+1 Lap
2010,German Grand Prix,petrov,renault,12,13,10,10,1.0,66,,,62,17,,+1 Lap
2010,German Grand Prix,kobayashi,sauber,23,12,11,11,0.0,66,,,63,15,,+1 Lap
2010,German Grand Prix,barrichello,williams,9,8,12,12,0.0,66,,,63,13,,+1 Lap
2010,German Grand Prix,hulkenberg,williams,10,10,13,13,0.0,66,,,61,11,,+1 Lap
2010,German Grand Prix,rosa,sauber,22,14,14,14,0.0,66,,,61,6,,+1 Lap
2010,German Grand Prix,alguersuari,toro_rosso,17,15,15,15,0.0,66,,,66,12,,+1 Lap
2010,German Grand Prix,liuzzi,force_india,15,21,16,16,0.0,65,,,64,7,,+2 Laps
2010,German Grand Prix,sutil,force_india,14,19,17,17,0.0,65,,,65,10,,+2 Laps
2010,German Grand Prix,glock,virgin,24,23,18,18,0.0,64,,,62,18,,+3 Laps
2010,German Grand Prix,bruno_senna,hrt,21,20,19,19,0.0,63,,,57,21,,+4 Laps
2010,German Grand Prix,kovalainen,lotus_racing,19,18,20,R,0.0,56,,,51,19,,Collision
2010,German Grand Prix,grassi,virgin,25,24,21,R,0.0,50,,,49,20,,Gearbox
2010,German Grand Prix,yamamoto,hrt,20,22,22,R,0.0,19,,,16,22,,Engine
2010,German Grand Prix,trulli,lotus_racing,18,17,23,R,0.0,3,,,2,23,,Gearbox
2010,German Grand Prix,buemi,toro_rosso,16,16,24,R,0.0,1,,,,,,Collision
2010,Hungarian Grand Prix,webber,red_bull,6,2,1,1,25.0,70,1:41:05.571,6065571,46,2,,Finished
2010,Hungarian Grand Prix,alonso,ferrari,8,3,2,2,18.0,70,+17.821,6083392,67,4,,Finished
